record,filename_lr,lead,gap_seconds,trial,fs,signal_length,start_sample,end_sample,start_seconds,end_seconds,manifest_seed
00573_lr,records100/00000/00573_lr,II,0.5,3,100,1000,470,520,4.7,5.2,42
00573_lr,records100/00000/00573_lr,II,0.5,4,100,1000,103,153,1.03,1.53,42
00573_lr,records100/00000/00573_lr,II,1.0,0,100,1000,296,396,2.96,3.96,42
00573_lr,records100/00000/00573_lr,II,1.0,1,100,1000,698,798,6.98,7.98,42
00573_lr,records100/00000/00573_lr,II,1.0,2,100,1000,473,573,4.73,5.73,42
00573_lr,records100/00000/00573_lr,II,1.0,3,100,1000,534,634,5.34,6.34,42
00573_lr,records100/00000/00573_lr,II,1.0,4,100,1000,420,520,4.2,5.2,42
00573_lr,records100/00000/00573_lr,II,2.0,0,100,1000,197,397,1.97,3.97,42
00573_lr,records100/00000/00573_lr,II,2.0,1,100,1000,638,838,6.38,8.38,42
00573_lr,records100/00000/00573_lr,II,2.0,2,100,1000,564,764,5.64,7.64,42
00573_lr,records100/00000/00573_lr,II,2.0,3,100,1000,698,898,6.98,8.98,42
00573_lr,records100/00000/00573_lr,II,2.0,4,100,1000,614,814,6.14,8.14,42
00581_lr,records100/00000/00581_lr,II,0.25,0,100,1000,325,350,3.25,3.5,42
00581_lr,records100/00000/00581_lr,II,0.25,1,100,1000,297,322,2.97,3.22,42
00581_lr,records100/00000/00581_lr,II,0.25,2,100,1000,292,317,2.92,3.17,42
00581_lr,records100/00000/00581_lr,II,0.25,3,100,1000,812,837,8.12,8.37,42
00581_lr,records100/00000/00581_lr,II,0.25,4,100,1000,532,557,5.32,5.57,42
00581_lr,records100/00000/00581_lr,II,0.5,0,100,1000,441,491,4.41,4.91,42
00581_lr,records100/00000/00581_lr,II,0.5,1,100,1000,827,877,8.27,8.77,42
00581_lr,records100/00000/00581_lr,II,0.5,2,100,1000,553,603,5.53,6.03,42
00581_lr,records100/00000/00581_lr,II,0.5,3,100,1000,782,832,7.82,8.32,42
00581_lr,records100/00000/00581_lr,II,0.5,4,100,1000,839,889,8.39,8.89,42
00581_lr,records100/00000/00581_lr,II,1.0,0,100,1000,155,255,1.55,2.55,42
00581_lr,records100/00000/00581_lr,II,1.0,1,100,1000,353,453,3.53,4.53,42
00581_lr,records100/00000/00581_lr,II,1.0,2,100,1000,614,714,6.14,7.14,42
00581_lr,records100/00000/00581_lr,II,1.0,3,100,1000,670,770,6.7,7.7,42
00581_lr,records100/00000/00581_lr,II,1.0,4,100,1000,204,304,2.04,3.04,42
00581_lr,records100/00000/00581_lr,II,2.0,0,100,1000,291,491,2.91,4.91,42
00581_lr,records100/00000/00581_lr,II,2.0,1,100,1000,429,629,4.29,6.29,42
00581_lr,records100/00000/00581_lr,II,2.0,2,100,1000,580,780,5.8,7.8,42
00581_lr,records100/00000/00581_lr,II,2.0,3,100,1000,167,367,1.67,3.67,42
00581_lr,records100/00000/00581_lr,II,2.0,4,100,1000,461,661,4.61,6.61,42
00582_lr,records100/00000/00582_lr,II,0.25,0,100,1000,330,355,3.3,3.55,42
00582_lr,records100/00000/00582_lr,II,0.25,1,100,1000,267,292,2.67,2.92,42
00582_lr,records100/00000/00582_lr,II,0.25,2,100,1000,499,524,4.99,5.24,42
00582_lr,records100/00000/00582_lr,II,0.25,3,100,1000,421,446,4.21,4.46,42
00582_lr,records100/00000/00582_lr,II,0.25,4,100,1000,593,618,5.93,6.18,42
00582_lr,records100/00000/00582_lr,II,0.5,0,100,1000,338,388,3.38,3.88,42
00582_lr,records100/00000/00582_lr,II,0.5,1,100,1000,718,768,7.18,7.68,42
00582_lr,records100/00000/00582_lr,II,0.5,2,100,1000,158,208,1.58,2.08,42
00582_lr,records100/00000/00582_lr,II,0.5,3,100,1000,747,797,7.47,7.97,42
00582_lr,records100/00000/00582_lr,II,0.5,4,100,1000,122,172,1.22,1.72,42
00582_lr,records100/00000/00582_lr,II,1.0,0,100,1000,615,715,6.15,7.15,42
00582_lr,records100/00000/00582_lr,II,1.0,1,100,1000,342,442,3.42,4.42,42
00582_lr,records100/00000/00582_lr,II,1.0,2,100,1000,368,468,3.68,4.68,42
00582_lr,records100/00000/00582_lr,II,1.0,3,100,1000,113,213,1.13,2.13,42
00582_lr,records100/00000/00582_lr,II,1.0,4,100,1000,592,692,5.92,6.92,42
00582_lr,records100/00000/00582_lr,II,2.0,0,100,1000,199,399,1.99,3.99,42
00582_lr,records100/00000/00582_lr,II,2.0,1,100,1000,496,696,4.96,6.96,42
00582_lr,records100/00000/00582_lr,II,2.0,2,100,1000,535,735,5.35,7.35,42
00582_lr,records100/00000/00582_lr,II,2.0,3,100,1000,607,807,6.07,8.07,42
00582_lr,records100/00000/00582_lr,II,2.0,4,100,1000,525,725,5.25,7.25,42
00584_lr,records100/00000/00584_lr,II,0.25,0,100,1000,333,358,3.33,3.58,42
00584_lr,records100/00000/00584_lr,II,0.25,1,100,1000,673,698,6.73,6.98,42
00584_lr,records100/00000/00584_lr,II,0.25,2,100,1000,740,765,7.4,7.65,42
00584_lr,records100/00000/00584_lr,II,0.25,3,100,1000,346,371,3.46,3.71,42
00584_lr,records100/00000/00584_lr,II,0.25,4,100,1000,196,221,1.96,2.21,42
00584_lr,records100/00000/00584_lr,II,0.5,0,100,1000,768,818,7.68,8.18,42
00584_lr,records100/00000/00584_lr,II,0.5,1,100,1000,211,261,2.11,2.61,42
00584_lr,records100/00000/00584_lr,II,0.5,2,100,1000,545,595,5.45,5.95,42
00584_lr,records100/00000/00584_lr,II,0.5,3,100,1000,277,327,2.77,3.27,42
00584_lr,records100/00000/00584_lr,II,0.5,4,100,1000,194,244,1.94,2.44,42
00584_lr,records100/00000/00584_lr,II,1.0,0,100,1000,644,744,6.44,7.44,42
00584_lr,records100/00000/00584_lr,II,1.0,1,100,1000,200,300,2.0,3.0,42
00584_lr,records100/00000/00584_lr,II,1.0,2,100,1000,569,669,5.69,6.69,42
00584_lr,records100/00000/00584_lr,II,1.0,3,100,1000,585,685,5.85,6.85,42
00584_lr,records100/00000/00584_lr,II,1.0,4,100,1000,142,242,1.42,2.42,42
00584_lr,records100/00000/00584_lr,II,2.0,0,100,1000,203,403,2.03,4.03,42
00584_lr,records100/00000/00584_lr,II,2.0,1,100,1000,577,777,5.77,7.77,42
00584_lr,records100/00000/00584_lr,II,2.0,2,100,1000,404,604,4.04,6.04,42
00584_lr,records100/00000/00584_lr,II,2.0,3,100,1000,172,372,1.72,3.72,42
00584_lr,records100/00000/00584_lr,II,2.0,4,100,1000,696,896,6.96,8.96,42
00598_lr,records100/00000/00598_lr,II,0.25,0,100,1000,305,330,3.05,3.3,42
00598_lr,records100/00000/00598_lr,II,0.25,1,100,1000,103,128,1.03,1.28,42
00598_lr,records100/00000/00598_lr,II,0.25,2,100,1000,817,842,8.17,8.42,42
00598_lr,records100/00000/00598_lr,II,0.25,3,100,1000,112,137,1.12,1.37,42
00598_lr,records100/00000/00598_lr,II,0.25,4,100,1000,529,554,5.29,5.54,42
00598_lr,records100/00000/00598_lr,II,0.5,0,100,1000,845,895,8.45,8.95,42
00598_lr,records100/00000/00598_lr,II,0.5,1,100,1000,533,583,5.33,5.83,42
00598_lr,records100/00000/00598_lr,II,0.5,2,100,1000,539,589,5.39,5.89,42
00598_lr,records100/00000/00598_lr,II,0.5,3,100,1000,391,441,3.91,4.41,42
00598_lr,records100/00000/00598_lr,II,0.5,4,100,1000,195,245,1.95,2.45,42
00598_lr,records100/00000/00598_lr,II,1.0,0,100,1000,501,601,5.01,6.01,42
00598_lr,records100/00000/00598_lr,II,1.0,1,100,1000,729,829,7.29,8.29,42
00598_lr,records100/00000/00598_lr,II,1.0,2,100,1000,163,263,1.63,2.63,42
00598_lr,records100/00000/00598_lr,II,1.0,3,100,1000,717,817,7.17,8.17,42
00598_lr,records100/00000/00598_lr,II,1.0,4,100,1000,390,490,3.9,4.9,42
00598_lr,records100/00000/00598_lr,II,2.0,0,100,1000,422,622,4.22,6.22,42
00598_lr,records100/00000/00598_lr,II,2.0,1,100,1000,199,399,1.99,3.99,42
00598_lr,records100/00000/00598_lr,II,2.0,2,100,1000,473,673,4.73,6.73,42
00598_lr,records100/00000/00598_lr,II,2.0,3,100,1000,209,409,2.09,4.09,42
00598_lr,records100/00000/00598_lr,II,2.0,4,100,1000,264,464,2.64,4.64,42
00611_lr,records100/00000/00611_lr,II,0.25,0,100,1000,659,684,6.59,6.84,42
00611_lr,records100/00000/00611_lr,II,0.25,1,100,1000,139,164,1.39,1.64,42
00611_lr,records100/00000/00611_lr,II,0.25,2,100,1000,447,472,4.47,4.72,42
00611_lr,records100/00000/00611_lr,II,0.25,3,100,1000,561,586,5.61,5.86,42
00611_lr,records100/00000/00611_lr,II,0.25,4,100,1000,202,227,2.02,2.27,42
00611_lr,records100/00000/00611_lr,II,0.5,0,100,1000,321,371,3.21,3.71,42
00611_lr,records100/00000/00611_lr,II,0.5,1,100,1000,357,407,3.57,4.07,42
00611_lr,records100/00000/00611_lr,II,0.5,2,100,1000,598,648,5.98,6.48,42
00611_lr,records100/00000/00611_lr,II,0.5,3,100,1000,833,883,8.33,8.83,42
00611_lr,records100/00000/00611_lr,II,0.5,4,100,1000,728,778,7.28,7.78,42
00611_lr,records100/00000/00611_lr,II,1.0,0,100,1000,233,333,2.33,3.33,42
00611_lr,records100/00000/00611_lr,II,1.0,1,100,1000,112,212,1.12,2.12,42
00611_lr,records100/00000/00611_lr,II,1.0,2,100,1000,136,236,1.36,2.36,42
00611_lr,records100/00000/00611_lr,II,1.0,3,100,1000,517,617,5.17,6.17,42
00611_lr,records100/00000/00611_lr,II,1.0,4,100,1000,209,309,2.09,3.09,42
00611_lr,records100/00000/00611_lr,II,2.0,0,100,1000,238,438,2.38,4.38,42
00611_lr,records100/00000/00611_lr,II,2.0,1,100,1000,609,809,6.09,8.09,42
00611_lr,records100/00000/00611_lr,II,2.0,2,100,1000,625,825,6.25,8.25,42
00611_lr,records100/00000/00611_lr,II,2.0,3,100,1000,604,804,6.04,8.04,42
00611_lr,records100/00000/00611_lr,II,2.0,4,100,1000,252,452,2.52,4.52,42
00618_lr,records100/00000/00618_lr,II,0.25,0,100,1000,580,605,5.8,6.05,42
00618_lr,records100/00000/00618_lr,II,0.25,1,100,1000,573,598,5.73,5.98,42
00618_lr,records100/00000/00618_lr,II,0.25,2,100,1000,243,268,2.43,2.68,42
00618_lr,records100/00000/00618_lr,II,0.25,3,100,1000,529,554,5.29,5.54,42
00618_lr,records100/00000/00618_lr,II,0.25,4,100,1000,507,532,5.07,5.32,42
00618_lr,records100/00000/00618_lr,II,0.5,0,100,1000,397,447,3.97,4.47,42
00618_lr,records100/00000/00618_lr,II,0.5,1,100,1000,664,714,6.64,7.14,42
00618_lr,records100/00000/00618_lr,II,0.5,2,100,1000,608,658,6.08,6.58,42
00618_lr,records100/00000/00618_lr,II,0.5,3,100,1000,500,550,5.0,5.5,42
00618_lr,records100/00000/00618_lr,II,0.5,4,100,1000,645,695,6.45,6.95,42
00618_lr,records100/00000/00618_lr,II,1.0,0,100,1000,634,734,6.34,7.34,42
00618_lr,records100/00000/00618_lr,II,1.0,1,100,1000,497,597,4.97,5.97,42
00618_lr,records100/00000/00618_lr,II,1.0,2,100,1000,287,387,2.87,3.87,42
00618_lr,records100/00000/00618_lr,II,1.0,3,100,1000,631,731,6.31,7.31,42
00618_lr,records100/00000/00618_lr,II,1.0,4,100,1000,603,703,6.03,7.03,42
00618_lr,records100/00000/00618_lr,II,2.0,0,100,1000,691,891,6.91,8.91,42
00618_lr,records100/00000/00618_lr,II,2.0,1,100,1000,190,390,1.9,3.9,42
00618_lr,records100/00000/00618_lr,II,2.0,2,100,1000,351,551,3.51,5.51,42
00618_lr,records100/00000/00618_lr,II,2.0,3,100,1000,655,855,6.55,8.55,42
00618_lr,records100/00000/00618_lr,II,2.0,4,100,1000,409,609,4.09,6.09,42
00619_lr,records100/00000/00619_lr,II,0.25,0,100,1000,831,856,8.31,8.56,42
00619_lr,records100/00000/00619_lr,II,0.25,1,100,1000,109,134,1.09,1.34,42
00619_lr,records100/00000/00619_lr,II,0.25,2,100,1000,127,152,1.27,1.52,42
00619_lr,records100/00000/00619_lr,II,0.25,3,100,1000,717,742,7.17,7.42,42
00619_lr,records100/00000/00619_lr,II,0.25,4,100,1000,378,403,3.78,4.03,42
00619_lr,records100/00000/00619_lr,II,0.5,0,100,1000,490,540,4.9,5.4,42
00619_lr,records100/00000/00619_lr,II,0.5,1,100,1000,421,471,4.21,4.71,42
00619_lr,records100/00000/00619_lr,II,0.5,2,100,1000,406,456,4.06,4.56,42
00619_lr,records100/00000/00619_lr,II,0.5,3,100,1000,805,855,8.05,8.55,42
00619_lr,records100/00000/00619_lr,II,0.5,4,100,1000,170,220,1.7,2.2,42
00619_lr,records100/00000/00619_lr,II,1.0,0,100,1000,641,741,6.41,7.41,42
00619_lr,records100/00000/00619_lr,II,1.0,1,100,1000,723,823,7.23,8.23,42
00619_lr,records100/00000/00619_lr,II,1.0,2,100,1000,560,660,5.6,6.6,42
00619_lr,records100/00000/00619_lr,II,1.0,3,100,1000,376,476,3.76,4.76,42
00619_lr,records100/00000/00619_lr,II,1.0,4,100,1000,212,312,2.12,3.12,42
00619_lr,records100/00000/00619_lr,II,2.0,0,100,1000,510,710,5.1,7.1,42
00619_lr,records100/00000/00619_lr,II,2.0,1,100,1000,381,581,3.81,5.81,42
00619_lr,records100/00000/00619_lr,II,2.0,2,100,1000,189,389,1.89,3.89,42
00619_lr,records100/00000/00619_lr,II,2.0,3,100,1000,316,516,3.16,5.16,42
00619_lr,records100/00000/00619_lr,II,2.0,4,100,1000,677,877,6.77,8.77,42
00658_lr,records100/00000/00658_lr,II,0.25,0,100,1000,305,330,3.05,3.3,42
00658_lr,records100/00000/00658_lr,II,0.25,1,100,1000,238,263,2.38,2.63,42
00658_lr,records100/00000/00658_lr,II,0.25,2,100,1000,629,654,6.29,6.54,42
00658_lr,records100/00000/00658_lr,II,0.25,3,100,1000,254,279,2.54,2.79,42
00658_lr,records100/00000/00658_lr,II,0.25,4,100,1000,813,838,8.13,8.38,42
00658_lr,records100/00000/00658_lr,II,0.5,0,100,1000,745,795,7.45,7.95,42
00658_lr,records100/00000/00658_lr,II,0.5,1,100,1000,838,888,8.38,8.88,42
00658_lr,records100/00000/00658_lr,II,0.5,2,100,1000,785,835,7.85,8.35,42
00658_lr,records100/00000/00658_lr,II,0.5,3,100,1000,283,333,2.83,3.33,42
00658_lr,records100/00000/00658_lr,II,0.5,4,100,1000,259,309,2.59,3.09,42
00658_lr,records100/00000/00658_lr,II,1.0,0,100,1000,340,440,3.4,4.4,42
00658_lr,records100/00000/00658_lr,II,1.0,1,100,1000,429,529,4.29,5.29,42
00658_lr,records100/00000/00658_lr,II,1.0,2,100,1000,716,816,7.16,8.16,42
00658_lr,records100/00000/00658_lr,II,1.0,3,100,1000,614,714,6.14,7.14,42
00658_lr,records100/00000/00658_lr,II,1.0,4,100,1000,551,651,5.51,6.51,42
00658_lr,records100/00000/00658_lr,II,2.0,0,100,1000,627,827,6.27,8.27,42
00658_lr,records100/00000/00658_lr,II,2.0,1,100,1000,488,688,4.88,6.88,42
00658_lr,records100/00000/00658_lr,II,2.0,2,100,1000,327,527,3.27,5.27,42
00658_lr,records100/00000/00658_lr,II,2.0,3,100,1000,348,548,3.48,5.48,42
00658_lr,records100/00000/00658_lr,II,2.0,4,100,1000,410,610,4.1,6.1,42
00685_lr,records100/00000/00685_lr,II,0.25,0,100,1000,168,193,1.68,1.93,42
00685_lr,records100/00000/00685_lr,II,0.25,1,100,1000,675,700,6.75,7.0,42
00685_lr,records100/00000/00685_lr,II,0.25,2,100,1000,606,631,6.06,6.31,42
00685_lr,records100/00000/00685_lr,II,0.25,3,100,1000,667,692,6.67,6.92,42
00685_lr,records100/00000/00685_lr,II,0.25,4,100,1000,514,539,5.14,5.39,42
00685_lr,records100/00000/00685_lr,II,0.5,0,100,1000,688,738,6.88,7.38,42
00685_lr,records100/00000/00685_lr,II,0.5,1,100,1000,813,863,8.13,8.63,42
00685_lr,records100/00000/00685_lr,II,0.5,2,100,1000,528,578,5.28,5.78,42
00685_lr,records100/00000/00685_lr,II,0.5,3,100,1000,433,483,4.33,4.83,42
00685_lr,records100/00000/00685_lr,II,0.5,4,100,1000,178,228,1.78,2.28,42
00685_lr,records100/00000/00685_lr,II,1.0,0,100,1000,645,745,6.45,7.45,42
00685_lr,records100/00000/00685_lr,II,1.0,1,100,1000,733,833,7.33,8.33,42
00685_lr,records100/00000/00685_lr,II,1.0,2,100,1000,590,690,5.9,6.9,42
00685_lr,records100/00000/00685_lr,II,1.0,3,100,1000,706,806,7.06,8.06,42
00685_lr,records100/00000/00685_lr,II,1.0,4,100,1000,703,803,7.03,8.03,42
00685_lr,records100/00000/00685_lr,II,2.0,0,100,1000,579,779,5.79,7.79,42
00685_lr,records100/00000/00685_lr,II,2.0,1,100,1000,402,602,4.02,6.02,42
00685_lr,records100/00000/00685_lr,II,2.0,2,100,1000,160,360,1.6,3.6,42
00685_lr,records100/00000/00685_lr,II,2.0,3,100,1000,101,301,1.01,3.01,42
00685_lr,records100/00000/00685_lr,II,2.0,4,100,1000,222,422,2.22,4.22,42
00687_lr,records100/00000/00687_lr,II,0.25,0,100,1000,434,459,4.34,4.59,42
00687_lr,records100/00000/00687_lr,II,0.25,1,100,1000,677,702,6.77,7.02,42
00687_lr,records100/00000/00687_lr,II,0.25,2,100,1000,453,478,4.53,4.78,42
00687_lr,records100/00000/00687_lr,II,0.25,3,100,1000,117,142,1.17,1.42,42
00687_lr,records100/00000/00687_lr,II,0.25,4,100,1000,263,288,2.63,2.88,42
00687_lr,records100/00000/00687_lr,II,0.5,0,100,1000,835,885,8.35,8.85,42
00687_lr,records100/00000/00687_lr,II,0.5,1,100,1000,842,892,8.42,8.92,42
00687_lr,records100/00000/00687_lr,II,0.5,2,100,1000,383,433,3.83,4.33,42
00687_lr,records100/00000/00687_lr,II,0.5,3,100,1000,704,754,7.04,7.54,42
00687_lr,records100/00000/00687_lr,II,0.5,4,100,1000,640,690,6.4,6.9,42
00687_lr,records100/00000/00687_lr,II,1.0,0,100,1000,752,852,7.52,8.52,42
00687_lr,records100/00000/00687_lr,II,1.0,1,100,1000,722,822,7.22,8.22,42
00687_lr,records100/00000/00687_lr,II,1.0,2,100,1000,540,640,5.4,6.4,42
00687_lr,records100/00000/00687_lr,II,1.0,3,100,1000,376,476,3.76,4.76,42
00687_lr,records100/00000/00687_lr,II,1.0,4,100,1000,539,639,5.39,6.39,42
00687_lr,records100/00000/00687_lr,II,2.0,0,100,1000,291,491,2.91,4.91,42
00687_lr,records100/00000/00687_lr,II,2.0,1,100,1000,309,509,3.09,5.09,42
00687_lr,records100/00000/00687_lr,II,2.0,2,100,1000,465,665,4.65,6.65,42
00687_lr,records100/00000/00687_lr,II,2.0,3,100,1000,443,643,4.43,6.43,42
00687_lr,records100/00000/00687_lr,II,2.0,4,100,1000,449,649,4.49,6.49,42
00688_lr,records100/00000/00688_lr,II,0.25,0,100,1000,398,423,3.98,4.23,42
00688_lr,records100/00000/00688_lr,II,0.25,1,100,1000,417,442,4.17,4.42,42
00688_lr,records100/00000/00688_lr,II,0.25,2,100,1000,107,132,1.07,1.32,42
00688_lr,records100/00000/00688_lr,II,0.25,3,100,1000,566,591,5.66,5.91,42
00688_lr,records100/00000/00688_lr,II,0.25,4,100,1000,546,571,5.46,5.71,42
00688_lr,records100/00000/00688_lr,II,0.5,0,100,1000,802,852,8.02,8.52,42
00688_lr,records100/00000/00688_lr,II,0.5,1,100,1000,478,528,4.78,5.28,42
00688_lr,records100/00000/00688_lr,II,0.5,2,100,1000,451,501,4.51,5.01,42
00688_lr,records100/00000/00688_lr,II,0.5,3,100,1000,150,200,1.5,2.0,42
00688_lr,records100/00000/00688_lr,II,0.5,4,100,1000,247,297,2.47,2.97,42
00688_lr,records100/00000/00688_lr,II,1.0,0,100,1000,336,436,3.36,4.36,42
00688_lr,records100/00000/00688_lr,II,1.0,1,100,1000,364,464,3.64,4.64,42
00688_lr,records100/00000/00688_lr,II,1.0,2,100,1000,354,454,3.54,4.54,42
00688_lr,records100/00000/00688_lr,II,1.0,3,100,1000,376,476,3.76,4.76,42
00688_lr,records100/00000/00688_lr,II,1.0,4,100,1000,639,739,6.39,7.39,42
00688_lr,records100/00000/00688_lr,II,2.0,0,100,1000,178,378,1.78,3.78,42
00688_lr,records100/00000/00688_lr,II,2.0,1,100,1000,299,499,2.99,4.99,42
00688_lr,records100/00000/00688_lr,II,2.0,2,100,1000,197,397,1.97,3.97,42
00688_lr,records100/00000/00688_lr,II,2.0,3,100,1000,284,484,2.84,4.84,42
00688_lr,records100/00000/00688_lr,II,2.0,4,100,1000,511,711,5.11,7.11,42
00694_lr,records100/00000/00694_lr,II,0.25,0,100,1000,136,161,1.36,1.61,42
00694_lr,records100/00000/00694_lr,II,0.25,1,100,1000,363,388,3.63,3.88,42
00694_lr,records100/00000/00694_lr,II,0.25,2,100,1000,118,143,1.18,1.43,42
00694_lr,records100/00000/00694_lr,II,0.25,3,100,1000,841,866,8.41,8.66,42
00694_lr,records100/00000/00694_lr,II,0.25,4,100,1000,664,689,6.64,6.89,42
00694_lr,records100/00000/00694_lr,II,0.5,0,100,1000,282,332,2.82,3.32,42
00694_lr,records100/00000/00694_lr,II,0.5,1,100,1000,248,298,2.48,2.98,42
00694_lr,records100/00000/00694_lr,II,0.5,2,100,1000,174,224,1.74,2.24,42
00694_lr,records100/00000/00694_lr,II,0.5,3,100,1000,455,505,4.55,5.05,42
00694_lr,records100/00000/00694_lr,II,0.5,4,100,1000,665,715,6.65,7.15,42
00694_lr,records100/00000/00694_lr,II,1.0,0,100,1000,509,609,5.09,6.09,42
00694_lr,records100/00000/00694_lr,II,1.0,1,100,1000,717,817,7.17,8.17,42
00694_lr,records100/00000/00694_lr,II,1.0,2,100,1000,341,441,3.41,4.41,42
00694_lr,records100/00000/00694_lr,II,1.0,3,100,1000,294,394,2.94,3.94,42
00694_lr,records100/00000/00694_lr,II,1.0,4,100,1000,435,535,4.35,5.35,42
00694_lr,records100/00000/00694_lr,II,2.0,0,100,1000,221,421,2.21,4.21,42
00694_lr,records100/00000/00694_lr,II,2.0,1,100,1000,686,886,6.86,8.86,42
00694_lr,records100/00000/00694_lr,II,2.0,2,100,1000,211,411,2.11,4.11,42
00694_lr,records100/00000/00694_lr,II,2.0,3,100,1000,387,587,3.87,5.87,42
00694_lr,records100/00000/00694_lr,II,2.0,4,100,1000,413,613,4.13,6.13,42
00696_lr,records100/00000/00696_lr,II,0.25,0,100,1000,144,169,1.44,1.69,42
00696_lr,records100/00000/00696_lr,II,0.25,1,100,1000,463,488,4.63,4.88,42
00696_lr,records100/00000/00696_lr,II,0.25,2,100,1000,452,477,4.52,4.77,42
00696_lr,records100/00000/00696_lr,II,0.25,3,100,1000,301,326,3.01,3.26,42
00696_lr,records100/00000/00696_lr,II,0.25,4,100,1000,199,224,1.99,2.24,42
00696_lr,records100/00000/00696_lr,II,0.5,0,100,1000,133,183,1.33,1.83,42
00696_lr,records100/00000/00696_lr,II,0.5,1,100,1000,106,156,1.06,1.56,42
00696_lr,records100/00000/00696_lr,II,0.5,2,100,1000,461,511,4.61,5.11,42
00696_lr,records100/00000/00696_lr,II,0.5,3,100,1000,167,217,1.67,2.17,42
00696_lr,records100/00000/00696_lr,II,0.5,4,100,1000,820,870,8.2,8.7,42
00696_lr,records100/00000/00696_lr,II,1.0,0,100,1000,271,371,2.71,3.71,42
00696_lr,records100/00000/00696_lr,II,1.0,1,100,1000,557,657,5.57,6.57,42
00696_lr,records100/00000/00696_lr,II,1.0,2,100,1000,572,672,5.72,6.72,42
00696_lr,records100/00000/00696_lr,II,1.0,3,100,1000,447,547,4.47,5.47,42
00696_lr,records100/00000/00696_lr,II,1.0,4,100,1000,719,819,7.19,8.19,42
00696_lr,records100/00000/00696_lr,II,2.0,0,100,1000,166,366,1.66,3.66,42
00696_lr,records100/00000/00696_lr,II,2.0,1,100,1000,240,440,2.4,4.4,42
00696_lr,records100/00000/00696_lr,II,2.0,2,100,1000,251,451,2.51,4.51,42
00696_lr,records100/00000/00696_lr,II,2.0,3,100,1000,181,381,1.81,3.81,42
00696_lr,records100/00000/00696_lr,II,2.0,4,100,1000,277,477,2.77,4.77,42
00707_lr,records100/00000/00707_lr,II,0.25,0,100,1000,342,367,3.42,3.67,42
00707_lr,records100/00000/00707_lr,II,0.25,1,100,1000,693,718,6.93,7.18,42
00707_lr,records100/00000/00707_lr,II,0.25,2,100,1000,334,359,3.34,3.59,42
00707_lr,records100/00000/00707_lr,II,0.25,3,100,1000,780,805,7.8,8.05,42
00707_lr,records100/00000/00707_lr,II,0.25,4,100,1000,699,724,6.99,7.24,42
00707_lr,records100/00000/00707_lr,II,0.5,0,100,1000,777,827,7.77,8.27,42
00707_lr,records100/00000/00707_lr,II,0.5,1,100,1000,179,229,1.79,2.29,42
00707_lr,records100/00000/00707_lr,II,0.5,2,100,1000,839,889,8.39,8.89,42
00707_lr,records100/00000/00707_lr,II,0.5,3,100,1000,561,611,5.61,6.11,42
00707_lr,records100/00000/00707_lr,II,0.5,4,100,1000,837,887,8.37,8.87,42
00707_lr,records100/00000/00707_lr,II,1.0,0,100,1000,348,448,3.48,4.48,42
00707_lr,records100/00000/00707_lr,II,1.0,1,100,1000,768,868,7.68,8.68,42
00707_lr,records100/00000/00707_lr,II,1.0,2,100,1000,512,612,5.12,6.12,42
00707_lr,records100/00000/00707_lr,II,1.0,3,100,1000,150,250,1.5,2.5,42
00707_lr,records100/00000/00707_lr,II,1.0,4,100,1000,387,487,3.87,4.87,42
00707_lr,records100/00000/00707_lr,II,2.0,0,100,1000,182,382,1.82,3.82,42
00707_lr,records100/00000/00707_lr,II,2.0,1,100,1000,665,865,6.65,8.65,42
00707_lr,records100/00000/00707_lr,II,2.0,2,100,1000,282,482,2.82,4.82,42
00707_lr,records100/00000/00707_lr,II,2.0,3,100,1000,233,433,2.33,4.33,42
00707_lr,records100/00000/00707_lr,II,2.0,4,100,1000,432,632,4.32,6.32,42
00723_lr,records100/00000/00723_lr,II,0.25,0,100,1000,429,454,4.29,4.54,42
00723_lr,records100/00000/00723_lr,II,0.25,1,100,1000,175,200,1.75,2.0,42
00723_lr,records100/00000/00723_lr,II,0.25,2,100,1000,733,758,7.33,7.58,42
00723_lr,records100/00000/00723_lr,II,0.25,3,100,1000,756,781,7.56,7.81,42
00723_lr,records100/00000/00723_lr,II,0.25,4,100,1000,676,701,6.76,7.01,42
00723_lr,records100/00000/00723_lr,II,0.5,0,100,1000,563,613,5.63,6.13,42
00723_lr,records100/00000/00723_lr,II,0.5,1,100,1000,402,452,4.02,4.52,42
00723_lr,records100/00000/00723_lr,II,0.5,2,100,1000,507,557,5.07,5.57,42
00723_lr,records100/00000/00723_lr,II,0.5,3,100,1000,491,541,4.91,5.41,42
00723_lr,records100/00000/00723_lr,II,0.5,4,100,1000,224,274,2.24,2.74,42
00723_lr,records100/00000/00723_lr,II,1.0,0,100,1000,157,257,1.57,2.57,42
00723_lr,records100/00000/00723_lr,II,1.0,1,100,1000,277,377,2.77,3.77,42
00723_lr,records100/00000/00723_lr,II,1.0,2,100,1000,418,518,4.18,5.18,42
00723_lr,records100/00000/00723_lr,II,1.0,3,100,1000,212,312,2.12,3.12,42
00723_lr,records100/00000/00723_lr,II,1.0,4,100,1000,174,274,1.74,2.74,42
00723_lr,records100/00000/00723_lr,II,2.0,0,100,1000,612,812,6.12,8.12,42
00723_lr,records100/00000/00723_lr,II,2.0,1,100,1000,325,525,3.25,5.25,42
